"intersection_id","tollgate_id","vehicle_id","starting_time","travel_seq","travel_time"
"B","3","1043201","2016-10-19 10:50:06","105#2016-10-19 10:50:06#7.13;100#2016-10-19 10:50:13#5.57;111#2016-10-19 10:50:18#44.39;103#2016-10-19 10:51:03#1.99;122#2016-10-19 10:51:06#17.22","77.22"
"B","3","1013397","2016-10-19 10:50:28","105#2016-10-19 10:50:28#9.12;100#2016-10-19 10:50:37#8.26;111#2016-10-19 10:50:45#28.01;103#2016-10-19 10:51:13#1.25;122#2016-10-19 10:51:15#26.90","73.9"
"A","2","1003965","2016-10-19 10:50:30","110#2016-10-19 10:50:30#12.02;123#2016-10-19 10:50:42#6.51;107#2016-10-19 10:50:48#3.75;108#2016-10-19 10:50:52#5.63;120#2016-10-19 10:50:58#1.40;117#2016-10-19 10:50:59#74.39","103.39"
"A","3","1038885","2016-10-19 10:50:37","110#2016-10-19 10:50:37#15.55;123#2016-10-19 10:50:53#11.91;107#2016-10-19 10:51:05#6.86;108#2016-10-19 10:51:12#8.07;119#2016-10-19 10:51:20#1.82;114#2016-10-19 10:51:21#39.96;118#2016-10-19 10:52:01#42.16;122#2016-10-19 10:52:44#18.88","145.88"
"C","3","1006949","2016-10-19 10:52:10","115#2016-10-19 10:52:10#8.97;102#2016-10-19 10:52:19#9.54;109#2016-10-19 10:52:29#8.77;104#2016-10-19 10:52:38#24.02;112#2016-10-19 10:53:02#17.98;111#2016-10-19 10:53:20#15.58;103#2016-10-19 10:53:35#3.30;122#2016-10-19 10:53:41#116.47","207.47"
"C","1","1013356","2016-10-19 10:52:30","115#2016-10-19 10:52:30#6.42;102#2016-10-19 10:52:37#8.07;109#2016-10-19 10:52:45#9.24;104#2016-10-19 10:52:54#23.67;112#2016-10-19 10:53:18#24.63;111#2016-10-19 10:53:42#26.27;103#2016-10-19 10:54:09#4.99;116#2016-10-19 10:54:15#39.08;101#2016-10-19 10:54:54#18.24;121#2016-10-19 10:55:12#25.62;106#2016-10-19 10:55:38#3.26;113#2016-10-19 10:55:41#31.27","222.27"
"A","3","1026047","2016-10-19 10:52:56","110#2016-10-19 10:52:56#12.06;123#2016-10-19 10:53:08#6.84;107#2016-10-19 10:53:15#7.39;108#2016-10-19 10:53:22#5.33;119#2016-10-19 10:53:28#0.95;114#2016-10-19 10:53:29#17.22;118#2016-10-19 10:53:46#17.21;122#2016-10-19 10:54:03#30.85","97.85"
"A","2","1017265","2016-10-19 10:53:02","110#2016-10-19 10:53:02#9.79;123#2016-10-19 10:53:12#7.91;107#2016-10-19 10:53:20#6.28;108#2016-10-19 10:53:26#8.36;120#2016-10-19 10:53:34#1.40;117#2016-10-19 10:53:36#34.71","68.71000000000001"
"A","3","1007335","2016-10-19 10:53:07","110#2016-10-19 10:53:07#12.05;123#2016-10-19 10:53:19#6.25;107#2016-10-19 10:53:25#3.54;108#2016-10-19 10:53:29#4.17;119#2016-10-19 10:53:33#0.94;114#2016-10-19 10:53:34#17.35;118#2016-10-19 10:53:51#20.01;122#2016-10-19 10:54:11#29.35","93.35"
"B","3","1042640","2016-10-19 10:53:56","105#2016-10-19 10:53:56#12.13;100#2016-10-19 10:54:09#6.86;111#2016-10-19 10:54:15#83.15;103#2016-10-19 10:55:39#3.30;122#2016-10-19 10:55:44#53.00","161"
"A","2","1048249","2016-10-19 10:54:05","110#2016-10-19 10:54:05#11.12;123#2016-10-19 10:54:16#5.95;107#2016-10-19 10:54:22#5.81;108#2016-10-19 10:54:28#6.96;120#2016-10-19 10:54:35#1.36;117#2016-10-19 10:54:36#40.44","71.44"
"C","3","1002538","2016-10-19 10:54:28","115#2016-10-19 10:54:28#10.11;102#2016-10-19 10:54:38#6.44;109#2016-10-19 10:54:44#7.06;104#2016-10-19 10:54:51#17.81;112#2016-10-19 10:55:09#19.12;111#2016-10-19 10:55:28#18.09;103#2016-10-19 10:55:46#6.90;122#2016-10-19 10:55:54#19.45","105.45"
"A","3","1031338","2016-10-19 10:54:47","110#2016-10-19 10:54:47#9.28;123#2016-10-19 10:54:56#3.65;107#2016-10-19 10:55:00#2.11;108#2016-10-19 10:55:02#2.48;119#2016-10-19 10:55:05#0.56;114#2016-10-19 10:55:05#12.26;118#2016-10-19 10:55:18#12.76;122#2016-10-19 10:55:30#12.20","55.2"
"C","1","1048736","2016-10-19 10:54:56","115#2016-10-19 10:54:56#9.26;102#2016-10-19 10:55:05#9.35;109#2016-10-19 10:55:14#8.14;104#2016-10-19 10:55:22#20.72;112#2016-10-19 10:55:43#19.14;111#2016-10-19 10:56:02#10.15;103#2016-10-19 10:56:12#1.90;116#2016-10-19 10:56:15#14.32;101#2016-10-19 10:56:29#16.32;121#2016-10-19 10:56:45#21.70;106#2016-10-19 10:57:07#2.91;113#2016-10-19 10:57:10#44.77","178.77"
"A","3","1000567","2016-10-19 10:55:10","110#2016-10-19 10:55:10#14.10;123#2016-10-19 10:55:24#7.63;107#2016-10-19 10:55:31#4.30;108#2016-10-19 10:55:36#3.24;119#2016-10-19 10:55:39#0.73;114#2016-10-19 10:55:40#16.05;118#2016-10-19 10:55:56#49.29;122#2016-10-19 10:56:45#22.18","117.18"
"C","1","1011844","2016-10-19 10:55:17","115#2016-10-19 10:55:17#10.35;102#2016-10-19 10:55:27#10.59;109#2016-10-19 10:55:38#8.70;104#2016-10-19 10:55:47#20.81;112#2016-10-19 10:56:08#14.31;111#2016-10-19 10:56:22#55.89;103#2016-10-19 10:57:18#4.27;116#2016-10-19 10:57:22#13.27;101#2016-10-19 10:57:36#6.67;121#2016-10-19 10:57:42#8.75;106#2016-10-19 10:57:51#15.70;113#2016-10-19 10:58:07#11.11","181.11"
"A","3","1005290","2016-10-19 10:55:25","110#2016-10-19 10:55:25#16.55;123#2016-10-19 10:55:42#5.53;107#2016-10-19 10:55:48#3.19;108#2016-10-19 10:55:51#3.75;119#2016-10-19 10:55:54#0.84;114#2016-10-19 10:55:55#20.53;118#2016-10-19 10:56:16#90.62;122#2016-10-19 10:57:46#17.03","158.03"
"C","3","1003775","2016-10-19 10:55:47","115#2016-10-19 10:55:47#8.83;102#2016-10-19 10:55:55#10.82;109#2016-10-19 10:56:06#11.15;104#2016-10-19 10:56:17#136.90;112#2016-10-19 10:58:34#10.46;111#2016-10-19 10:58:45#6.36;103#2016-10-19 10:58:51#1.21;122#2016-10-19 10:58:53#10.35","196.35"
"A","2","1001945","2016-10-19 10:56:02","110#2016-10-19 10:56:02#7.32;123#2016-10-19 10:56:10#3.99;107#2016-10-19 10:56:13#2.77;108#2016-10-19 10:56:16#31.40;120#2016-10-19 10:56:48#0.20;117#2016-10-19 10:56:48#4.44","50.44"
"B","3","1015309","2016-10-19 10:56:13","105#2016-10-19 10:56:13#24.41;100#2016-10-19 10:56:37#18.15;111#2016-10-19 10:56:55#62.66;103#2016-10-19 10:57:58#1.50;122#2016-10-19 10:58:00#12.82","119.82"
"A","2","1025402","2016-10-19 10:56:19","110#2016-10-19 10:56:19#6.47;123#2016-10-19 10:56:25#3.98;107#2016-10-19 10:56:29#2.79;108#2016-10-19 10:56:32#4.24;120#2016-10-19 10:56:36#0.73;117#2016-10-19 10:56:37#34.93","52.93"
"A","2","1025503","2016-10-19 10:58:05","110#2016-10-19 10:58:05#33.93;123#2016-10-19 10:58:39#18.37;107#2016-10-19 10:58:57#10.58;108#2016-10-19 10:59:08#12.45;120#2016-10-19 10:59:20#1.87;117#2016-10-19 10:59:22#37.59","114.59"
"A","2","1018288","2016-10-19 10:58:07","110#2016-10-19 10:58:07#12.77;123#2016-10-19 10:58:20#7.12;107#2016-10-19 10:58:27#5.30;108#2016-10-19 10:58:32#25.75;120#2016-10-19 10:58:58#0.33;117#2016-10-19 10:58:58#7.79","58.79"
"A","3","1012858","2016-10-19 10:58:23","110#2016-10-19 10:58:23#41.32;123#2016-10-19 10:59:05#17.34;107#2016-10-19 10:59:22#2.83;108#2016-10-19 10:59:25#5.75;119#2016-10-19 10:59:31#1.73;114#2016-10-19 10:59:32#20.83;118#2016-10-19 10:59:53#15.49;122#2016-10-19 11:00:09#26.34","132.34"
"B","3","1035732","2016-10-19 10:59:02","105#2016-10-19 10:59:02#11.56;100#2016-10-19 10:59:13#6.21;111#2016-10-19 10:59:20#67.85;103#2016-10-19 11:00:28#1.09;122#2016-10-19 11:00:29#47.71","134.71"
"B","1","1019685","2016-10-19 10:59:56","105#2016-10-19 10:59:56#9.58;100#2016-10-19 11:00:06#6.53;111#2016-10-19 11:00:12#13.93;103#2016-10-19 11:00:26#2.57;116#2016-10-19 11:00:29#17.37;101#2016-10-19 11:00:47#9.69;121#2016-10-19 11:00:56#43.35;106#2016-10-19 11:01:40#2.39;113#2016-10-19 11:01:42#22.93","128.93"
"A","3","1004744","2016-10-19 11:00:27","110#2016-10-19 11:00:27#10.17;123#2016-10-19 11:00:37#5.51;107#2016-10-19 11:00:43#3.17;108#2016-10-19 11:00:46#3.73;119#2016-10-19 11:00:50#0.84;114#2016-10-19 11:00:50#18.48;118#2016-10-19 11:01:09#45.94;122#2016-10-19 11:01:55#56.89","144.89"
"A","3","1001154","2016-10-19 11:00:29","110#2016-10-19 11:00:29#10.01;123#2016-10-19 11:00:39#4.96;107#2016-10-19 11:00:44#2.86;108#2016-10-19 11:00:47#3.38;119#2016-10-19 11:00:51#0.76;114#2016-10-19 11:00:51#14.64;118#2016-10-19 11:01:06#38.68;122#2016-10-19 11:01:45#33.55","109.55"
"A","3","1032030","2016-10-19 11:00:34","110#2016-10-19 11:00:34#13.05;123#2016-10-19 11:00:47#5.84;107#2016-10-19 11:00:53#3.37;108#2016-10-19 11:00:56#3.96;119#2016-10-19 11:01:00#0.89;114#2016-10-19 11:01:01#20.81;118#2016-10-19 11:01:22#39.21;122#2016-10-19 11:02:01#29.59","116.59"
"A","2","1035731","2016-10-19 11:00:37","110#2016-10-19 11:00:37#16.52;123#2016-10-19 11:00:54#8.94;107#2016-10-19 11:01:03#5.15;108#2016-10-19 11:01:08#6.06;120#2016-10-19 11:01:14#0.91;117#2016-10-19 11:01:15#29.76","67.76"
"A","2","1043621","2016-10-19 11:00:43","110#2016-10-19 11:00:43#11.04;123#2016-10-19 11:00:54#5.90;107#2016-10-19 11:01:00#3.46;108#2016-10-19 11:01:03#5.16;120#2016-10-19 11:01:08#1.62;117#2016-10-19 11:01:10#35.98","62.98"
"C","1","1001708","2016-10-19 11:01:17","115#2016-10-19 11:01:17#6.87;102#2016-10-19 11:01:24#6.39;109#2016-10-19 11:01:30#6.33;104#2016-10-19 11:01:36#18.63;112#2016-10-19 11:01:55#14.59;111#2016-10-19 11:02:09#9.07;103#2016-10-19 11:02:19#1.76;116#2016-10-19 11:02:21#14.11;101#2016-10-19 11:02:35#6.63;121#2016-10-19 11:02:41#9.31;106#2016-10-19 11:02:51#1.18;113#2016-10-19 11:02:52#11.36","106.36"
"B","1","1030354","2016-10-19 11:02:35","105#2016-10-19 11:02:35#5.45;100#2016-10-19 11:02:40#4.18;111#2016-10-19 11:02:44#9.18;103#2016-10-19 11:02:53#1.78;116#2016-10-19 11:02:56#12.82;101#2016-10-19 11:03:08#9.60;121#2016-10-19 11:03:18#52.14;106#2016-10-19 11:04:10#0.77;113#2016-10-19 11:04:11#7.41","103.41"
"A","3","1021597","2016-10-19 11:03:02","110#2016-10-19 11:03:02#15.33;123#2016-10-19 11:03:18#8.30;107#2016-10-19 11:03:26#4.78;108#2016-10-19 11:03:31#5.63;119#2016-10-19 11:03:36#1.27;114#2016-10-19 11:03:38#27.85;118#2016-10-19 11:04:05#33.38;122#2016-10-19 11:04:39#35.39","132.39"
"A","3","1011121","2016-10-19 11:03:09","110#2016-10-19 11:03:09#18.01;123#2016-10-19 11:03:27#9.75;107#2016-10-19 11:03:37#5.62;108#2016-10-19 11:03:43#6.61;119#2016-10-19 11:03:49#1.49;114#2016-10-19 11:03:51#32.71;118#2016-10-19 11:04:24#34.03;122#2016-10-19 11:04:58#28.66","137.66"
"A","2","1036121","2016-10-19 11:03:13","110#2016-10-19 11:03:13#12.25;123#2016-10-19 11:03:25#6.63;107#2016-10-19 11:03:31#4.07;108#2016-10-19 11:03:35#4.91;120#2016-10-19 11:03:40#0.74;117#2016-10-19 11:03:41#31.41","59.41"
"A","2","1009877","2016-10-19 11:03:44","110#2016-10-19 11:03:44#7.79;123#2016-10-19 11:03:52#5.09;107#2016-10-19 11:03:57#3.67;108#2016-10-19 11:04:01#4.40;120#2016-10-19 11:04:05#0.62;117#2016-10-19 11:04:06#35.19","57.19"
"B","3","1018522","2016-10-19 11:04:05","105#2016-10-19 11:04:05#2.10;100#2016-10-19 11:04:07#1.56;111#2016-10-19 11:04:09#3.26;103#2016-10-19 11:04:12#0.62;122#2016-10-19 11:04:13#5.31","13.309999999999999"
"C","1","1017002","2016-10-19 11:04:40","115#2016-10-19 11:04:40#7.13;102#2016-10-19 11:04:48#7.54;109#2016-10-19 11:04:55#14.92;104#2016-10-19 11:05:10#12.53;112#2016-10-19 11:05:23#60.92;111#2016-10-19 11:06:23#12.17;103#2016-10-19 11:06:36#2.83;116#2016-10-19 11:06:39#16.13;101#2016-10-19 11:06:55#7.21;121#2016-10-19 11:07:02#48.92;106#2016-10-19 11:07:51#1.83;113#2016-10-19 11:07:53#17.57","210.57"
"A","2","1014755","2016-10-19 11:05:40","110#2016-10-19 11:05:40#11.73;123#2016-10-19 11:05:52#5.31;107#2016-10-19 11:05:57#3.36;108#2016-10-19 11:06:01#4.87;120#2016-10-19 11:06:06#0.79;117#2016-10-19 11:06:06#43.52","69.52000000000001"
"B","3","1047990","2016-10-19 11:05:47","105#2016-10-19 11:05:47#12.76;100#2016-10-19 11:06:00#8.79;111#2016-10-19 11:06:09#83.97;103#2016-10-19 11:07:33#6.37;122#2016-10-19 11:07:43#50.53","166.53"
"A","3","1010991","2016-10-19 11:05:50","110#2016-10-19 11:05:50#12.97;123#2016-10-19 11:06:03#7.02;107#2016-10-19 11:06:10#4.22;108#2016-10-19 11:06:15#5.19;119#2016-10-19 11:06:20#1.17;114#2016-10-19 11:06:21#20.62;118#2016-10-19 11:06:42#30.17;122#2016-10-19 11:07:12#53.36","135.36"
"A","2","1039231","2016-10-19 11:07:10","110#2016-10-19 11:07:10#42.78;123#2016-10-19 11:07:53#9.12;107#2016-10-19 11:08:02#5.26;108#2016-10-19 11:08:07#7.24;120#2016-10-19 11:08:14#0.97;117#2016-10-19 11:08:15#63.76","128.76"
"A","2","1009301","2016-10-19 11:08:14","110#2016-10-19 11:08:14#13.70;123#2016-10-19 11:08:27#11.58;107#2016-10-19 11:08:39#6.02;108#2016-10-19 11:08:45#6.54;120#2016-10-19 11:08:51#1.00;117#2016-10-19 11:08:52#77.17","115.17"
"A","2","1004017","2016-10-19 11:09:26","110#2016-10-19 11:09:26#14.84;123#2016-10-19 11:09:41#4.28;107#2016-10-19 11:09:45#6.11;108#2016-10-19 11:09:51#7.69;120#2016-10-19 11:09:59#1.15;117#2016-10-19 11:10:00#70.76","104.76"
"A","2","1023293","2016-10-19 11:09:32","110#2016-10-19 11:09:32#11.87;123#2016-10-19 11:09:43#6.18;107#2016-10-19 11:09:50#3.73;108#2016-10-19 11:09:53#5.33;120#2016-10-19 11:09:59#0.80;117#2016-10-19 11:09:59#80.98","107.98"
"A","2","1010166","2016-10-19 11:09:55","110#2016-10-19 11:09:55#10.02;123#2016-10-19 11:10:06#5.90;107#2016-10-19 11:10:11#3.70;108#2016-10-19 11:10:15#4.09;120#2016-10-19 11:10:19#0.57;117#2016-10-19 11:10:20#13.76","38.76"
"A","2","1012470","2016-10-19 11:10:02","110#2016-10-19 11:10:02#11.54;123#2016-10-19 11:10:14#6.92;107#2016-10-19 11:10:21#6.89;108#2016-10-19 11:10:28#8.11;120#2016-10-19 11:10:36#1.22;117#2016-10-19 11:10:37#47.55","82.55"
"A","3","1011558","2016-10-19 11:10:13","110#2016-10-19 11:10:13#8.51;123#2016-10-19 11:10:22#5.35;107#2016-10-19 11:10:27#3.79;108#2016-10-19 11:10:31#4.83;119#2016-10-19 11:10:36#1.07;114#2016-10-19 11:10:37#17.29;118#2016-10-19 11:10:54#24.91;122#2016-10-19 11:11:19#24.59","90.59"
"C","1","1026801","2016-10-19 11:10:23","115#2016-10-19 11:10:23#7.18;102#2016-10-19 11:10:30#8.70;109#2016-10-19 11:10:39#9.90;104#2016-10-19 11:10:49#22.37;112#2016-10-19 11:11:11#56.83;111#2016-10-19 11:12:08#8.82;103#2016-10-19 11:12:17#1.67;116#2016-10-19 11:12:19#12.96;101#2016-10-19 11:12:32#7.79;121#2016-10-19 11:12:40#95.32;106#2016-10-19 11:14:15#1.46;113#2016-10-19 11:14:16#14.03","247.03"
"B","3","1003151","2016-10-19 11:11:06","105#2016-10-19 11:11:06#25.09;100#2016-10-19 11:11:31#5.68;111#2016-10-19 11:11:37#54.13;103#2016-10-19 11:12:31#1.38;122#2016-10-19 11:12:33#11.84","98.84"
"A","2","1048948","2016-10-19 11:11:28","110#2016-10-19 11:11:28#25.82;123#2016-10-19 11:11:54#6.81;107#2016-10-19 11:12:01#5.08;108#2016-10-19 11:12:06#5.71;120#2016-10-19 11:12:11#0.83;117#2016-10-19 11:12:12#43.11","87.11"
"B","1","1015638","2016-10-19 11:11:38","105#2016-10-19 11:11:38#9.12;100#2016-10-19 11:11:47#6.36;111#2016-10-19 11:11:53#13.26;103#2016-10-19 11:12:06#2.52;116#2016-10-19 11:12:09#19.73;101#2016-10-19 11:12:29#9.21;121#2016-10-19 11:12:38#36.17;106#2016-10-19 11:13:15#4.62;113#2016-10-19 11:13:19#44.38","145.38"
"B","1","1015638","2016-10-19 11:11:38","105#2016-10-19 11:11:38#9.12;100#2016-10-19 11:11:47#6.36;111#2016-10-19 11:11:53#13.26;103#2016-10-19 11:12:06#2.52;116#2016-10-19 11:12:09#19.73;101#2016-10-19 11:12:29#9.21;121#2016-10-19 11:12:38#36.17;106#2016-10-19 11:13:15#4.62;113#2016-10-19 11:13:19#44.38","145.38"
"A","3","1008300","2016-10-19 11:12:31","110#2016-10-19 11:12:31#13.72;123#2016-10-19 11:12:45#8.60;107#2016-10-19 11:12:53#5.48;108#2016-10-19 11:12:59#6.84;119#2016-10-19 11:13:06#2.14;114#2016-10-19 11:13:08#25.53;118#2016-10-19 11:13:33#29.51;122#2016-10-19 11:14:03#32.63","124.63"
"C","1","1024752","2016-10-19 11:12:58","115#2016-10-19 11:12:58#8.79;102#2016-10-19 11:13:07#8.84;109#2016-10-19 11:13:16#8.78;104#2016-10-19 11:13:25#24.53;112#2016-10-19 11:13:49#19.35;111#2016-10-19 11:14:09#12.19;103#2016-10-19 11:14:21#2.29;116#2016-10-19 11:14:24#14.67;101#2016-10-19 11:14:38#6.05;121#2016-10-19 11:14:44#9.30;106#2016-10-19 11:14:54#1.25;113#2016-10-19 11:14:55#17.50","134.5"
"C","1","1042160","2016-10-19 11:13:31","115#2016-10-19 11:13:31#10.46;102#2016-10-19 11:13:42#10.89;109#2016-10-19 11:13:53#9.58;104#2016-10-19 11:14:02#23.09;112#2016-10-19 11:14:25#17.43;111#2016-10-19 11:14:43#18.00;103#2016-10-19 11:15:01#2.88;116#2016-10-19 11:15:04#16.91;101#2016-10-19 11:15:21#8.56;121#2016-10-19 11:15:29#49.99;106#2016-10-19 11:16:19#0.74;113#2016-10-19 11:16:20#7.10","176.1"
"B","1","1008728","2016-10-19 11:14:22","105#2016-10-19 11:14:22#8.83;100#2016-10-19 11:14:31#5.80;111#2016-10-19 11:14:37#10.80;103#2016-10-19 11:14:48#1.70;116#2016-10-19 11:14:50#11.93;101#2016-10-19 11:15:02#7.18;121#2016-10-19 11:15:09#10.19;106#2016-10-19 11:15:19#1.63;113#2016-10-19 11:15:21#23.05","82.05"
"B","1","1017264","2016-10-19 11:16:37","105#2016-10-19 11:16:37#12.64;100#2016-10-19 11:16:50#6.52;111#2016-10-19 11:16:56#10.92;103#2016-10-19 11:17:07#1.69;116#2016-10-19 11:17:09#13.00;101#2016-10-19 11:17:22#6.18;121#2016-10-19 11:17:29#10.36;106#2016-10-19 11:17:39#1.58;113#2016-10-19 11:17:41#28.06","92.06"
"C","1","1024561","2016-10-19 11:18:39","115#2016-10-19 11:18:39#7.86;102#2016-10-19 11:18:47#8.71;109#2016-10-19 11:18:56#8.35;104#2016-10-19 11:19:04#23.09;112#2016-10-19 11:19:27#14.48;111#2016-10-19 11:19:41#10.09;103#2016-10-19 11:19:52#39.21;116#2016-10-19 11:20:32#17.52;101#2016-10-19 11:20:49#8.19;121#2016-10-19 11:20:57#16.94;106#2016-10-19 11:21:14#0.99;113#2016-10-19 11:21:15#19.38","175.38"
"A","2","1009786","2016-10-19 11:19:22","110#2016-10-19 11:19:22#9.91;123#2016-10-19 11:19:31#5.51;107#2016-10-19 11:19:37#3.62;108#2016-10-19 11:19:41#4.40;120#2016-10-19 11:19:45#0.67;117#2016-10-19 11:19:46#18.91","42.91"
"B","3","1008507","2016-10-19 11:20:15","105#2016-10-19 11:20:15#7.70;100#2016-10-19 11:20:23#5.43;111#2016-10-19 11:20:29#60.08;103#2016-10-19 11:21:29#2.36;122#2016-10-19 11:21:33#42.06","120.06"
"A","2","1030352","2016-10-19 11:20:41","110#2016-10-19 11:20:41#24.20;123#2016-10-19 11:21:05#13.10;107#2016-10-19 11:21:19#7.55;108#2016-10-19 11:21:26#19.66;120#2016-10-19 11:21:46#3.03;117#2016-10-19 11:21:49#128.56","196.56"
"A","2","1009168","2016-10-19 11:21:10","110#2016-10-19 11:21:10#11.37;123#2016-10-19 11:21:22#6.41;107#2016-10-19 11:21:28#5.67;108#2016-10-19 11:21:34#5.26;120#2016-10-19 11:21:39#0.77;117#2016-10-19 11:21:40#228.99","258.99"
"A","2","1015639","2016-10-19 11:21:11","110#2016-10-19 11:21:11#10.71;123#2016-10-19 11:21:22#10.88;107#2016-10-19 11:21:33#1.96;108#2016-10-19 11:21:35#4.83;120#2016-10-19 11:21:40#0.73;117#2016-10-19 11:21:41#229.96","259.96000000000004"
"B","1","1019651","2016-10-19 11:22:03","105#2016-10-19 11:22:03#13.62;100#2016-10-19 11:22:17#10.13;111#2016-10-19 11:22:27#21.14;103#2016-10-19 11:22:48#4.02;116#2016-10-19 11:22:53#31.44;101#2016-10-19 11:23:25#14.67;121#2016-10-19 11:23:39#20.61;106#2016-10-19 11:24:00#2.62;113#2016-10-19 11:24:03#25.15","145.15"
"B","3","1013438","2016-10-19 11:22:46","105#2016-10-19 11:22:46#11.08;100#2016-10-19 11:22:57#8.24;111#2016-10-19 11:23:05#39.46;103#2016-10-19 11:23:45#8.38;122#2016-10-19 11:23:54#25.10","93.1"
"B","3","1002909","2016-10-19 11:22:58","105#2016-10-19 11:22:58#12.80;100#2016-10-19 11:23:11#8.33;111#2016-10-19 11:23:20#34.81;103#2016-10-19 11:23:54#6.48;122#2016-10-19 11:24:02#19.63","83.63"
"A","3","1020375","2016-10-19 11:23:52","110#2016-10-19 11:23:52#13.38;123#2016-10-19 11:24:06#6.34;107#2016-10-19 11:24:12#3.29;108#2016-10-19 11:24:15#2.86;119#2016-10-19 11:24:18#0.64;114#2016-10-19 11:24:19#14.14;118#2016-10-19 11:24:33#18.51;122#2016-10-19 11:24:51#43.91","102.91"
"A","2","1016069","2016-10-19 11:23:57","110#2016-10-19 11:23:57#11.79;123#2016-10-19 11:24:09#8.12;107#2016-10-19 11:24:17#6.22;108#2016-10-19 11:24:23#4.83;120#2016-10-19 11:24:28#0.67;117#2016-10-19 11:24:29#112.17","144.17000000000002"
"A","2","1006511","2016-10-19 11:24:13","110#2016-10-19 11:24:13#7.48;123#2016-10-19 11:24:21#4.90;107#2016-10-19 11:24:26#8.26;108#2016-10-19 11:24:34#4.35;120#2016-10-19 11:24:38#1.67;117#2016-10-19 11:24:40#109.34","136.34"
"B","1","1008727","2016-10-19 11:25:36","105#2016-10-19 11:25:36#9.67;100#2016-10-19 11:25:46#7.22;111#2016-10-19 11:25:53#15.07;103#2016-10-19 11:26:08#2.26;116#2016-10-19 11:26:11#13.58;101#2016-10-19 11:26:25#6.79;121#2016-10-19 11:26:31#9.88;106#2016-10-19 11:26:41#1.88;113#2016-10-19 11:26:43#59.98","126.97999999999999"
"A","2","1029509","2016-10-19 11:26:19","110#2016-10-19 11:26:19#9.43;123#2016-10-19 11:26:29#5.08;107#2016-10-19 11:26:34#2.83;108#2016-10-19 11:26:36#3.47;120#2016-10-19 11:26:40#0.56;117#2016-10-19 11:26:40#32.81","53.81"
"A","3","1009295","2016-10-19 11:26:47","110#2016-10-19 11:26:47#11.49;123#2016-10-19 11:26:59#5.70;107#2016-10-19 11:27:05#3.73;108#2016-10-19 11:27:08#4.29;122#2016-10-19 11:28:36#13.91","122.91"
"A","3","1033189","2016-10-19 11:26:50","110#2016-10-19 11:26:50#13.00;123#2016-10-19 11:27:03#6.48;107#2016-10-19 11:27:09#3.74;108#2016-10-19 11:27:13#4.40;119#2016-10-19 11:27:17#0.99;114#2016-10-19 11:27:18#26.82;118#2016-10-19 11:27:45#41.46;122#2016-10-19 11:28:27#86.66","183.66"
"A","3","1033551","2016-10-19 11:28:01","110#2016-10-19 11:28:01#7.89;123#2016-10-19 11:28:09#3.85;107#2016-10-19 11:28:13#2.22;108#2016-10-19 11:28:15#2.47;119#2016-10-19 11:28:18#0.56;114#2016-10-19 11:28:18#12.38;118#2016-10-19 11:28:31#15.53;122#2016-10-19 11:28:46#17.02","62.019999999999996"
"B","3","1029012","2016-10-19 11:28:56","105#2016-10-19 11:28:56#11.12;100#2016-10-19 11:29:07#8.27;111#2016-10-19 11:29:15#51.23;103#2016-10-19 11:30:06#5.01;122#2016-10-19 11:30:15#42.94","121.94"
"B","3","1043576","2016-10-19 11:29:31","105#2016-10-19 11:29:31#11.56;100#2016-10-19 11:29:42#6.33;111#2016-10-19 11:29:49#65.36;103#2016-10-19 11:30:54#1.84;122#2016-10-19 11:30:57#44.28","130.28"
"A","2","1022192","2016-10-19 11:30:28","110#2016-10-19 11:30:28#8.81;123#2016-10-19 11:30:37#7.46;107#2016-10-19 11:30:45#5.74;108#2016-10-19 11:30:50#6.29;120#2016-10-19 11:30:57#0.68;117#2016-10-19 11:30:57#18.71","47.71"
"A","3","1025495","2016-10-19 11:31:06","110#2016-10-19 11:31:06#7.93;123#2016-10-19 11:31:14#4.40;107#2016-10-19 11:31:19#2.54;108#2016-10-19 11:31:21#3.20;119#2016-10-19 11:31:24#0.88;114#2016-10-19 11:31:25#16.08;118#2016-10-19 11:31:41#72.85;122#2016-10-19 11:32:54#8.66","116.66"
"A","3","1002721","2016-10-19 11:31:07","110#2016-10-19 11:31:07#7.81;123#2016-10-19 11:31:15#4.35;107#2016-10-19 11:31:19#2.74;108#2016-10-19 11:31:22#3.45;119#2016-10-19 11:31:25#0.86;114#2016-10-19 11:31:26#16.25;118#2016-10-19 11:31:42#56.62;122#2016-10-19 11:32:39#41.09","133.09"
"A","2","1047330","2016-10-19 11:32:10","110#2016-10-19 11:32:10#41.21;123#2016-10-19 11:32:51#13.34;107#2016-10-19 11:33:04#1.55;108#2016-10-19 11:33:06#2.15;120#2016-10-19 11:33:08#0.60;117#2016-10-19 11:33:09#30.62","89.62"
"A","2","1050198","2016-10-19 11:35:42","110#2016-10-19 11:35:42#10.15;123#2016-10-19 11:35:52#6.29;107#2016-10-19 11:35:58#4.57;108#2016-10-19 11:36:03#4.37;120#2016-10-19 11:36:07#0.64;117#2016-10-19 11:36:08#17.92","43.92"
